ip,app,device,os,channel,click_hour,click_time
10.0.48.9,com.news.app,mobile,Android,organic,0,2025-01-01 16:28:30
10.0.24.9,com.shopping.app,desktop,Android,organic,15,2025-01-02 11:54:54
10.0.32.3,com.news.app,desktop,iOS,organic,7,2025-01-02 01:27:04
10.0.34.6,com.news.app,desktop,Windows,organic,1,2025-01-02 14:55:00
10.0.20.5,com.news.app,mobile,Windows,organic,15,2025-01-02 08:56:16
10.0.11.6,com.news.app,desktop,iOS,organic,12,2025-01-02 14:55:40
10.0.33.4,com.shopping.app,mobile,iOS,organic,16,2025-01-02 01:27:48
10.0.48.9,com.android.chrome,desktop,Android,organic,5,2025-01-02 11:56:42
10.0.17.1,com.android.chrome,desktop,Android,organic,9,2025-01-01 17:59:00
10.0.33.5,com.news.app,mobile,Windows,organic,8,2025-01-02 02:58:12
10.0.20.5,com.news.app,mobile,Windows,organic,13,2025-01-01 16:29:20
10.0.4.9,com.news.app,mobile,Android,organic,12,2025-01-02 04:28:29
10.0.10.2,com.android.chrome,desktop,Windows,organic,16,2025-01-02 05:58:36
10.0.46.6,com.android.chrome,desktop,Android,organic,7,2025-01-02 02:59:00
10.0.36.6,com.shopping.app,mobile,Windows,organic,13,2025-01-01 17:59:36
10.0.9.2,com.shopping.app,mobile,iOS,organic,14,2025-01-02 10:29:09
10.0.40.8,com.shopping.app,desktop,Android,organic,11,2025-01-02 13:29:22
10.0.36.9,com.news.app,mobile,Windows,organic,12,2025-01-01 17:59:54
10.0.25.7,com.shopping.app,desktop,Windows,organic,21,2025-01-02 12:00:00
10.0.10.7,com.android.chrome,desktop,Windows,organic,16,2025-01-02 12:00:18
10.0.15.3,com.news.app,desktop,Android,organic,9,2025-01-01 21:00:16
10.0.8.1,com.android.chrome,mobile,Windows,organic,10,2025-01-02 07:30:45
10.0.3.1,com.shopping.app,mobile,Android,organic,15,2025-01-01 22:30:36
10.0.13.4,com.shopping.app,desktop,Windows,organic,6,2025-01-02 06:01:10
10.0.28.7,com.news.app,desktop,iOS,organic,14,2025-01-02 06:01:24
10.0.27.8,com.news.app,mobile,Windows,organic,6,2025-01-01 16:30:35
10.0.27.5,com.android.chrome,desktop,iOS,organic,6,2025-01-02 13:32:32
10.0.42.2,com.news.app,mobile,iOS,organic,14,2025-01-01 21:01:12
10.0.15.4,com.news.app,mobile,iOS,organic,7,2025-01-02 13:33:10
10.0.45.2,com.android.chrome,mobile,Windows,organic,16,2025-01-02 03:02:12
10.0.44.2,com.shopping.app,desktop,Windows,organic,16,2025-01-02 00:02:00
10.0.4.6,com.news.app,mobile,Windows,organic,8,2025-01-02 15:04:20
10.0.22.2,com.shopping.app,mobile,Windows,organic,13,2025-01-02 00:02:20
10.0.23.5,com.shopping.app,mobile,Windows,organic,14,2025-01-02 07:33:45
10.0.38.2,com.news.app,mobile,Android,organic,17,2025-01-02 00:02:40
10.0.13.9,com.news.app,mobile,Windows,organic,7,2025-01-02 10:34:49
10.0.23.9,com.news.app,mobile,Android,organic,15,2025-01-02 10:35:06
10.0.45.8,com.android.chrome,mobile,Windows,organic,17,2025-01-02 15:06:20
10.0.12.8,com.android.chrome,desktop,iOS,organic,10,2025-01-01 16:31:40
10.0.39.4,com.android.chrome,mobile,iOS,organic,11,2025-01-02 01:33:51
10.0.23.9,com.shopping.app,desktop,iOS,organic,12,2025-01-01 16:31:50
10.0.44.2,com.android.chrome,mobile,iOS,organic,20,2025-01-02 01:34:13
10.0.43.6,com.android.chrome,mobile,iOS,organic,4,2025-01-02 09:06:24
10.0.21.4,com.news.app,mobile,iOS,organic,13,2025-01-02 15:08:20
10.0.49.5,com.shopping.app,mobile,iOS,organic,11,2025-01-02 07:36:30
10.0.18.7,com.shopping.app,desktop,Windows,organic,9,2025-01-01 19:33:09
10.0.33.1,com.android.chrome,mobile,Android,organic,14,2025-01-01 19:33:16
10.0.14.8,com.news.app,desktop,Windows,organic,16,2025-01-02 01:35:19
10.0.31.5,com.android.chrome,mobile,iOS,organic,12,2025-01-02 13:39:30
10.0.12.8,com.shopping.app,mobile,Windows,organic,4,2025-01-02 01:35:41
10.0.16.9,com.shopping.app,mobile,Windows,organic,8,2025-01-01 16:32:40
10.0.45.7,com.android.chrome,desktop,Android,organic,2,2025-01-02 06:07:42
10.0.32.6,com.shopping.app,mobile,iOS,organic,9,2025-01-02 12:10:12
10.0.17.8,com.android.chrome,mobile,Android,organic,11,2025-01-01 18:03:30
10.0.36.2,com.android.chrome,desktop,Android,organic,16,2025-01-01 21:04:48
10.0.42.9,com.android.chrome,mobile,Android,organic,12,2025-01-02 07:39:15
10.0.44.4,com.news.app,mobile,Windows,organic,11,2025-01-02 12:11:24
10.0.48.8,com.news.app,desktop,Android,organic,15,2025-01-01 21:05:12
10.0.36.8,com.news.app,mobile,Android,organic,1,2025-01-01 18:04:00
10.0.28.1,com.android.chrome,mobile,Android,organic,15,2025-01-02 07:40:15
10.0.30.5,com.news.app,mobile,Windows,organic,8,2025-01-02 03:08:24
10.0.5.6,com.android.chrome,mobile,Windows,organic,13,2025-01-02 00:07:10
10.0.14.5,com.android.chrome,mobile,Android,organic,13,2025-01-02 03:08:48
10.0.1.3,com.android.chrome,desktop,iOS,organic,7,2025-01-02 12:13:30
10.0.39.3,com.shopping.app,mobile,Windows,organic,8,2025-01-02 03:09:12
10.0.11.2,com.android.chrome,desktop,iOS,organic,13,2025-01-02 06:10:58
10.0.4.6,com.shopping.app,desktop,Windows,organic,8,2025-01-02 00:08:00
10.0.31.9,com.android.chrome,desktop,Android,organic,8,2025-01-01 22:37:21
10.0.40.5,com.android.chrome,mobile,Windows,organic,9,2025-01-02 01:39:10
10.0.24.7,com.android.chrome,desktop,iOS,organic,19,2025-01-02 10:44:27
10.0.31.2,com.shopping.app,desktop,iOS,organic,18,2025-01-02 04:41:16
10.0.2.9,com.android.chrome,desktop,Android,organic,12,2025-01-01 22:37:57
10.0.33.7,com.android.chrome,desktop,iOS,organic,4,2025-01-01 21:07:12
10.0.28.9,com.news.app,mobile,iOS,organic,16,2025-01-02 01:40:05
10.0.24.5,com.shopping.app,desktop,Android,organic,7,2025-01-02 09:14:56
10.0.4.7,com.news.app,mobile,Windows,organic,14,2025-01-02 03:11:24
10.0.29.8,com.news.app,mobile,iOS,organic,17,2025-01-01 18:05:48
10.0.12.3,com.shopping.app,desktop,Android,organic,21,2025-01-01 21:07:52
10.0.49.7,com.shopping.app,mobile,Windows,organic,6,2025-01-01 22:39:00
10.0.5.4,com.android.chrome,desktop,Windows,organic,12,2025-01-01 21:08:08
10.0.41.2,com.shopping.app,desktop,Android,organic,17,2025-01-02 15:20:40
10.0.39.7,com.android.chrome,mobile,iOS,organic,12,2025-01-01 18:06:18
10.0.35.7,com.android.chrome,mobile,iOS,organic,15,2025-01-02 10:48:08
10.0.33.5,com.android.chrome,mobile,iOS,organic,16,2025-01-02 07:46:15
10.0.17.1,com.news.app,desktop,Android,organic,17,2025-01-01 22:39:54
10.0.39.7,com.android.chrome,desktop,Android,organic,14,2025-01-02 01:42:17
10.0.46.9,com.news.app,desktop,Android,organic,18,2025-01-02 04:44:44
10.0.36.7,com.news.app,desktop,iOS,organic,14,2025-01-01 19:38:03
10.0.34.2,com.news.app,desktop,iOS,organic,20,2025-01-02 00:11:40
10.0.43.7,com.shopping.app,desktop,Windows,organic,14,2025-01-01 22:40:39
10.0.43.3,com.news.app,desktop,iOS,organic,18,2025-01-02 12:21:36
10.0.4.6,com.news.app,mobile,iOS,organic,13,2025-01-01 22:40:57
10.0.15.4,com.android.chrome,desktop,Windows,organic,9,2025-01-02 13:53:26
10.0.45.6,com.news.app,mobile,Windows,organic,17,2025-01-02 07:48:45
10.0.10.6,com.news.app,mobile,Android,organic,10,2025-01-02 10:51:32
10.0.1.1,com.shopping.app,desktop,iOS,organic,6,2025-01-02 01:44:07
10.0.2.7,com.news.app,mobile,Windows,organic,21,2025-01-02 03:15:36
10.0.2.9,com.news.app,desktop,iOS,organic,17,2025-01-01 18:07:54
10.0.49.3,com.shopping.app,mobile,Android,organic,13,2025-01-02 07:50:00
10.0.5.9,com.news.app,mobile,Android,organic,14,2025-01-01 21:10:48
10.0.8.9,com.shopping.app,mobile,Android,organic,23,2025-01-02 04:47:46
10.0.28.4,com.shopping.app,mobile,iOS,organic,7,2025-01-02 03:16:36
10.0.40.7,com.shopping.app,mobile,Windows,organic,12,2025-01-01 22:42:36
10.0.5.5,com.android.chrome,mobile,Android,organic,10,2025-01-02 15:28:20
10.0.39.7,com.news.app,mobile,iOS,organic,12,2025-01-01 16:37:10
10.0.43.2,com.news.app,desktop,Android,organic,6,2025-01-02 03:17:24
10.0.46.4,com.news.app,mobile,iOS,organic,10,2025-01-02 07:52:00
10.0.17.2,com.shopping.app,desktop,iOS,organic,11,2025-01-01 21:11:52
10.0.32.4,com.shopping.app,desktop,iOS,organic,13,2025-01-02 03:18:00
10.0.14.5,com.news.app,desktop,Android,organic,14,2025-01-01 19:40:37
10.0.27.1,com.news.app,mobile,iOS,organic,13,2025-01-01 19:40:44
10.0.41.1,com.shopping.app,desktop,iOS,organic,15,2025-01-02 15:31:00
10.0.23.4,com.shopping.app,mobile,Android,organic,13,2025-01-01 19:40:58
10.0.34.5,com.news.app,mobile,Android,organic,10,2025-01-02 03:19:00
10.0.19.8,com.news.app,mobile,Android,organic,11,2025-01-01 19:41:12
10.0.35.6,com.shopping.app,mobile,Windows,organic,10,2025-01-01 21:12:56
10.0.38.5,com.news.app,desktop,Windows,organic,7,2025-01-02 00:16:20
10.0.11.4,com.android.chrome,desktop,Android,organic,7,2025-01-01 22:44:51
10.0.29.5,com.news.app,desktop,iOS,organic,11,2025-01-02 15:33:20
10.0.21.7,com.news.app,mobile,Android,organic,10,2025-01-02 01:48:31
10.0.14.2,com.shopping.app,mobile,Android,organic,16,2025-01-02 14:02:18
10.0.25.1,com.news.app,mobile,iOS,organic,10,2025-01-01 18:10:18
10.0.8.8,com.android.chrome,mobile,iOS,organic,14,2025-01-01 22:45:36
10.0.2.1,com.android.chrome,desktop,iOS,organic,7,2025-01-02 09:28:00
10.0.21.2,com.shopping.app,mobile,iOS,organic,17,2025-01-02 07:56:30
10.0.4.5,com.android.chrome,desktop,Windows,organic,15,2025-01-02 04:53:11
10.0.6.2,com.shopping.app,mobile,iOS,organic,16,2025-01-02 01:49:48
10.0.33.4,com.android.chrome,mobile,Android,organic,9,2025-01-02 07:57:15
10.0.5.4,com.shopping.app,mobile,iOS,organic,14,2025-01-02 03:22:00
10.0.25.6,com.android.chrome,desktop,Windows,organic,7,2025-01-02 15:37:00
10.0.40.2,com.shopping.app,desktop,Android,organic,7,2025-01-01 19:43:04
10.0.38.1,com.android.chrome,mobile,Android,organic,8,2025-01-01 16:39:25
10.0.7.7,com.android.chrome,desktop,iOS,organic,8,2025-01-02 01:50:54
10.0.38.8,com.shopping.app,mobile,Windows,organic,10,2025-01-02 04:54:55
10.0.17.2,com.android.chrome,mobile,iOS,organic,17,2025-01-02 07:59:00
10.0.24.6,com.shopping.app,desktop,Android,organic,20,2025-01-02 03:23:24
10.0.27.5,com.android.chrome,mobile,Android,organic,14,2025-01-01 16:39:50
10.0.21.7,com.shopping.app,desktop,Windows,organic,6,2025-01-01 19:43:53
10.0.33.5,com.shopping.app,mobile,Android,organic,10,2025-01-02 11:04:00
10.0.38.3,com.shopping.app,mobile,iOS,organic,19,2025-01-01 19:44:07
10.0.18.1,com.news.app,desktop,Android,organic,9,2025-01-01 19:44:14
10.0.10.5,com.news.app,desktop,Windows,organic,14,2025-01-02 08:00:45
10.0.12.6,com.shopping.app,desktop,iOS,organic,19,2025-01-02 04:56:52
10.0.26.3,com.shopping.app,mobile,iOS,organic,11,2025-01-02 04:57:05
10.0.12.6,com.news.app,desktop,Windows,organic,11,2025-01-02 06:29:24
10.0.38.2,com.shopping.app,desktop,Android,organic,19,2025-01-02 12:38:06
10.0.5.2,com.shopping.app,desktop,Windows,organic,19,2025-01-01 16:40:40
10.0.19.9,com.news.app,desktop,Windows,organic,19,2025-01-02 08:02:15
10.0.11.6,com.android.chrome,desktop,Windows,organic,12,2025-01-02 03:26:00
10.0.46.3,com.shopping.app,mobile,Windows,organic,14,2025-01-01 21:17:28
10.0.45.3,com.news.app,desktop,Android,organic,13,2025-01-01 21:17:36
10.0.7.7,com.shopping.app,mobile,Android,organic,7,2025-01-02 00:22:10
10.0.34.4,com.android.chrome,desktop,Windows,organic,14,2025-01-02 14:12:26
10.0.19.7,com.shopping.app,desktop,Windows,organic,9,2025-01-02 14:12:45
10.0.24.1,com.news.app,desktop,Android,organic,6,2025-01-02 11:08:32
10.0.10.7,com.shopping.app,desktop,Android,organic,7,2025-01-02 01:55:07
10.0.32.1,com.news.app,desktop,Android,organic,8,2025-01-01 18:13:48
10.0.42.6,com.shopping.app,mobile,iOS,organic,20,2025-01-01 18:13:54
10.0.16.3,com.news.app,desktop,Android,organic,22,2025-01-02 14:14:20
10.0.29.8,com.shopping.app,desktop,Windows,organic,18,2025-01-01 16:41:45
10.0.21.3,com.shopping.app,desktop,Android,organic,11,2025-01-02 00:23:40
10.0.42.5,com.shopping.app,mobile,Android,organic,11,2025-01-01 19:46:41
10.0.15.4,com.android.chrome,mobile,Windows,organic,16,2025-01-02 01:56:24
10.0.39.4,com.news.app,mobile,Android,organic,6,2025-01-02 06:33:50
10.0.7.6,com.shopping.app,desktop,Android,organic,23,2025-01-01 22:51:54
10.0.30.3,com.shopping.app,mobile,Windows,organic,15,2025-01-02 09:39:12
10.0.10.3,com.news.app,desktop,Windows,organic,8,2025-01-02 08:07:00
10.0.13.2,com.android.chrome,mobile,Windows,organic,19,2025-01-01 18:14:54
10.0.20.9,com.android.chrome,desktop,Windows,organic,12,2025-01-01 18:15:00
10.0.36.3,com.android.chrome,mobile,Windows,organic,5,2025-01-02 08:07:45
10.0.25.2,com.news.app,mobile,Windows,organic,6,2025-01-02 08:08:00
10.0.41.2,com.android.chrome,desktop,iOS,organic,3,2025-01-02 12:45:54
10.0.14.1,com.news.app,mobile,Android,organic,7,2025-01-02 11:13:38
10.0.49.5,com.shopping.app,desktop,Android,organic,4,2025-01-02 01:58:25
10.0.13.8,com.news.app,mobile,Windows,organic,12,2025-01-01 22:53:24
10.0.28.2,com.shopping.app,desktop,iOS,organic,5,2025-01-02 03:31:24
10.0.10.8,com.news.app,mobile,iOS,organic,10,2025-01-02 12:47:24
10.0.38.2,com.shopping.app,mobile,Android,organic,8,2025-01-02 09:42:24
10.0.8.4,com.news.app,desktop,Android,organic,13,2025-01-02 08:10:00
10.0.14.9,com.android.chrome,mobile,iOS,organic,10,2025-01-02 05:04:53
10.0.36.2,com.android.chrome,mobile,iOS,organic,17,2025-01-02 05:05:06
10.0.21.4,com.shopping.app,mobile,Windows,organic,9,2025-01-02 06:38:02
10.0.28.7,com.shopping.app,desktop,Windows,organic,7,2025-01-02 15:54:40
10.0.20.8,com.android.chrome,desktop,Windows,organic,20,2025-01-02 06:38:30
10.0.48.3,com.shopping.app,desktop,iOS,organic,11,2025-01-02 02:00:26
10.0.23.4,com.news.app,desktop,Android,organic,3,2025-01-01 18:16:42
10.0.37.6,com.android.chrome,mobile,iOS,organic,5,2025-01-02 03:33:36
10.0.10.3,com.android.chrome,mobile,Android,organic,12,2025-01-01 18:16:54
10.0.28.8,com.shopping.app,desktop,iOS,organic,7,2025-01-02 12:51:00
10.0.31.6,com.shopping.app,desktop,iOS,organic,6,2025-01-01 22:55:39
10.0.36.6,com.android.chrome,mobile,Windows,organic,7,2025-01-02 12:51:36
10.0.10.5,com.news.app,desktop,Android,organic,16,2025-01-02 00:28:50
10.0.28.7,com.shopping.app,desktop,iOS,organic,20,2025-01-02 08:13:30
10.0.8.6,com.news.app,desktop,Android,organic,6,2025-01-02 06:40:50
10.0.16.6,com.shopping.app,mobile,Windows,organic,18,2025-01-02 05:08:08
10.0.47.7,com.android.chrome,mobile,iOS,organic,15,2025-01-02 05:08:21
10.0.15.9,com.news.app,desktop,Android,organic,12,2025-01-01 18:17:48
10.0.27.6,com.news.app,desktop,Android,organic,5,2025-01-02 05:08:47
10.0.40.6,com.shopping.app,desktop,Windows,organic,16,2025-01-02 09:48:00
10.0.2.8,com.android.chrome,mobile,iOS,organic,17,2025-01-02 12:54:18
10.0.8.9,com.shopping.app,desktop,Android,organic,16,2025-01-02 05:09:26
10.0.16.6,com.news.app,desktop,Windows,organic,12,2025-01-02 08:15:45
10.0.31.9,com.news.app,mobile,Windows,organic,14,2025-01-02 08:16:00
10.0.5.8,com.android.chrome,mobile,Windows,organic,10,2025-01-02 14:28:35
10.0.12.7,com.news.app,mobile,Android,organic,8,2025-01-02 00:31:00
10.0.31.1,com.android.chrome,mobile,Windows,organic,7,2025-01-01 19:51:49
10.0.18.6,com.shopping.app,mobile,Android,organic,16,2025-01-02 00:31:20
10.0.35.4,com.android.chrome,desktop,Android,organic,19,2025-01-02 12:56:42
10.0.36.5,com.shopping.app,desktop,iOS,organic,14,2025-01-02 16:03:20
10.0.41.5,com.news.app,desktop,Windows,organic,12,2025-01-01 19:52:17
10.0.1.8,com.shopping.app,mobile,Windows,organic,18,2025-01-02 08:18:00
10.0.4.7,com.shopping.app,mobile,Windows,organic,4,2025-01-02 05:11:49
10.0.49.9,com.shopping.app,desktop,iOS,organic,8,2025-01-02 03:38:48
10.0.4.9,com.news.app,mobile,Android,organic,9,2025-01-02 09:52:00
10.0.46.1,com.news.app,mobile,iOS,organic,3,2025-01-02 09:52:16
10.0.43.7,com.news.app,desktop,Windows,organic,12,2025-01-02 16:05:40
10.0.32.7,com.android.chrome,mobile,iOS,organic,20,2025-01-01 22:59:42
10.0.35.3,com.android.chrome,mobile,iOS,organic,16,2025-01-01 22:59:51
10.0.39.4,com.news.app,mobile,iOS,organic,12,2025-01-01 18:20:00
10.0.16.1,com.shopping.app,desktop,Android,organic,15,2025-01-02 09:53:36
10.0.40.6,com.news.app,mobile,iOS,organic,16,2025-01-01 19:53:34
10.0.16.5,com.android.chrome,desktop,Android,organic,8,2025-01-02 05:13:59
10.0.8.4,com.shopping.app,desktop,Android,organic,8,2025-01-02 03:40:48
10.0.30.6,com.android.chrome,desktop,iOS,organic,13,2025-01-01 16:47:05
10.0.48.8,com.android.chrome,mobile,iOS,organic,14,2025-01-02 09:54:56
10.0.47.4,com.shopping.app,desktop,iOS,organic,0,2025-01-01 23:01:03
10.0.43.7,com.news.app,mobile,iOS,organic,17,2025-01-02 11:28:56
10.0.37.8,com.android.chrome,mobile,iOS,organic,6,2025-01-02 06:48:46
10.0.21.5,com.news.app,mobile,iOS,organic,12,2025-01-02 08:22:30
10.0.36.6,com.android.chrome,mobile,iOS,organic,13,2025-01-02 09:56:16
10.0.5.4,com.news.app,desktop,Android,organic,0,2025-01-02 06:49:28
10.0.39.5,com.shopping.app,desktop,Android,organic,10,2025-01-01 18:21:18
10.0.37.4,com.shopping.app,desktop,Windows,organic,12,2025-01-02 13:04:12
10.0.25.5,com.news.app,mobile,Windows,organic,15,2025-01-01 23:02:15
10.0.14.1,com.android.chrome,mobile,Windows,organic,19,2025-01-02 09:57:36
10.0.14.9,com.shopping.app,mobile,Android,organic,5,2025-01-01 21:28:56
10.0.39.9,com.android.chrome,desktop,Android,organic,8,2025-01-02 11:31:46
10.0.5.9,com.android.chrome,desktop,Android,organic,12,2025-01-02 09:58:24
10.0.48.5,com.news.app,mobile,Windows,organic,8,2025-01-02 16:13:20
10.0.24.7,com.android.chrome,mobile,Android,organic,10,2025-01-01 18:22:06
10.0.45.3,com.shopping.app,desktop,iOS,organic,22,2025-01-02 16:14:00
10.0.14.3,com.android.chrome,desktop,iOS,organic,5,2025-01-02 16:14:20
10.0.23.4,com.shopping.app,desktop,iOS,organic,19,2025-01-02 11:33:28
10.0.46.8,com.shopping.app,desktop,Windows,organic,14,2025-01-02 13:07:30
10.0.49.1,com.android.chrome,desktop,Android,organic,11,2025-01-02 03:45:12
10.0.27.8,com.shopping.app,desktop,Windows,organic,11,2025-01-02 02:11:37
10.0.2.3,com.shopping.app,mobile,Windows,organic,13,2025-01-02 03:45:36
10.0.44.5,com.shopping.app,mobile,Android,organic,8,2025-01-01 19:56:43
10.0.26.9,com.shopping.app,desktop,Android,organic,7,2025-01-01 19:56:50
10.0.37.8,com.shopping.app,desktop,iOS,organic,14,2025-01-02 03:46:12
10.0.15.5,com.android.chrome,mobile,iOS,organic,22,2025-01-02 05:20:16
10.0.37.5,com.news.app,desktop,Windows,organic,12,2025-01-02 02:12:43
10.0.24.8,com.news.app,mobile,Android,organic,14,2025-01-02 05:20:42
10.0.8.1,com.android.chrome,desktop,iOS,organic,12,2025-01-02 10:02:40
10.0.38.6,com.shopping.app,desktop,Windows,organic,7,2025-01-02 03:47:12
10.0.39.8,com.shopping.app,mobile,Android,organic,13,2025-01-02 05:21:21
10.0.33.8,com.shopping.app,desktop,iOS,organic,20,2025-01-02 14:45:22
10.0.1.3,com.shopping.app,desktop,iOS,organic,15,2025-01-01 18:23:54
10.0.9.7,com.shopping.app,mobile,Windows,organic,3,2025-01-01 19:58:00
10.0.9.6,com.news.app,mobile,Windows,organic,9,2025-01-02 02:14:11
10.0.44.9,com.android.chrome,mobile,Android,organic,14,2025-01-02 13:12:36
10.0.33.6,com.shopping.app,desktop,Windows,organic,13,2025-01-02 02:14:33
10.0.31.3,com.news.app,mobile,Android,organic,6,2025-01-01 16:50:20
10.0.30.9,com.android.chrome,desktop,Android,organic,19,2025-01-02 14:47:35
10.0.42.6,com.news.app,desktop,Windows,organic,10,2025-01-02 06:57:24
10.0.8.8,com.shopping.app,desktop,Windows,organic,15,2025-01-01 19:58:49
10.0.9.9,com.shopping.app,desktop,Windows,organic,16,2025-01-02 13:14:24
10.0.19.1,com.android.chrome,desktop,iOS,organic,7,2025-01-02 05:23:57
10.0.14.5,com.news.app,mobile,Windows,organic,14,2025-01-02 02:15:50
10.0.32.3,com.shopping.app,mobile,iOS,organic,12,2025-01-02 13:15:18
10.0.30.1,com.android.chrome,desktop,Windows,organic,7,2025-01-02 11:41:24
10.0.27.4,com.shopping.app,desktop,Windows,organic,15,2025-01-02 13:15:54
10.0.38.3,com.android.chrome,desktop,iOS,organic,12,2025-01-02 03:50:48
10.0.7.4,com.shopping.app,desktop,Windows,organic,7,2025-01-01 21:34:00
10.0.36.9,com.news.app,mobile,iOS,organic,10,2025-01-02 08:34:00
10.0.2.4,com.shopping.app,mobile,Android,organic,15,2025-01-02 05:25:41
10.0.29.1,com.news.app,desktop,Android,organic,23,2025-01-01 20:00:06
10.0.49.7,com.shopping.app,desktop,iOS,organic,12,2025-01-01 21:34:32
10.0.12.4,com.android.chrome,desktop,iOS,organic,16,2025-01-02 11:43:40
10.0.44.8,com.shopping.app,desktop,iOS,organic,9,2025-01-02 00:43:30
10.0.13.5,com.news.app,mobile,iOS,organic,12,2025-01-02 11:44:14
10.0.2.2,com.news.app,desktop,Android,organic,17,2025-01-02 08:35:45
10.0.23.8,com.shopping.app,mobile,Android,organic,21,2025-01-02 08:36:00
10.0.34.7,com.news.app,mobile,Android,organic,7,2025-01-02 00:44:10
10.0.7.7,com.shopping.app,desktop,Android,organic,17,2025-01-02 16:28:40
10.0.46.3,com.shopping.app,desktop,Windows,organic,22,2025-01-02 05:27:51
10.0.40.6,com.news.app,mobile,Windows,organic,11,2025-01-02 11:45:56
10.0.25.2,com.android.chrome,desktop,Windows,organic,8,2025-01-01 18:26:54
10.0.33.4,com.android.chrome,desktop,iOS,organic,19,2025-01-02 14:55:30
10.0.45.9,com.shopping.app,mobile,Android,organic,7,2025-01-02 13:21:18
10.0.34.3,com.android.chrome,desktop,iOS,organic,22,2025-01-02 02:19:52
10.0.42.8,com.news.app,desktop,iOS,organic,10,2025-01-01 18:27:18
10.0.10.5,com.android.chrome,desktop,Windows,organic,6,2025-01-02 08:38:30
10.0.4.4,com.android.chrome,mobile,Android,organic,6,2025-01-02 11:47:55
10.0.18.7,com.news.app,desktop,Android,organic,11,2025-01-02 10:13:36
10.0.20.1,com.android.chrome,mobile,iOS,organic,5,2025-01-01 20:02:19
10.0.2.2,com.news.app,desktop,Android,organic,8,2025-01-02 07:04:52
10.0.3.2,com.shopping.app,mobile,iOS,organic,16,2025-01-02 03:55:48
10.0.7.1,com.android.chrome,desktop,iOS,organic,16,2025-01-02 13:24:00
10.0.25.8,com.shopping.app,mobile,Android,organic,17,2025-01-02 08:40:15
10.0.29.6,com.android.chrome,mobile,iOS,organic,4,2025-01-01 18:28:12
10.0.28.8,com.shopping.app,desktop,iOS,organic,16,2025-01-02 07:06:02
10.0.5.4,com.shopping.app,desktop,Android,organic,17,2025-01-02 00:47:20
10.0.24.6,com.news.app,mobile,Windows,organic,1,2025-01-01 18:28:30
10.0.8.9,com.android.chrome,desktop,Windows,organic,10,2025-01-02 10:16:16
10.0.8.3,com.shopping.app,mobile,Windows,organic,18,2025-01-02 15:00:53
10.0.12.8,com.shopping.app,mobile,Windows,organic,20,2025-01-02 13:26:24
10.0.9.9,com.android.chrome,desktop,Android,organic,19,2025-01-01 16:54:05
10.0.46.8,com.shopping.app,desktop,Windows,organic,12,2025-01-01 21:38:40
10.0.24.6,com.android.chrome,mobile,Android,organic,8,2025-01-02 13:27:18
10.0.34.4,com.shopping.app,desktop,iOS,organic,13,2025-01-02 05:33:16
10.0.35.7,com.android.chrome,mobile,iOS,organic,13,2025-01-01 16:54:25
10.0.8.1,com.android.chrome,mobile,iOS,organic,14,2025-01-02 02:23:54
10.0.34.8,com.android.chrome,desktop,Windows,organic,13,2025-01-01 20:04:25
10.0.41.4,com.shopping.app,mobile,Windows,organic,18,2025-01-02 10:18:56
10.0.42.3,com.android.chrome,mobile,Windows,organic,9,2025-01-02 05:34:21
10.0.7.2,com.shopping.app,desktop,iOS,organic,8,2025-01-01 16:54:50
10.0.40.7,com.news.app,mobile,iOS,organic,2,2025-01-02 05:34:47
10.0.11.7,com.news.app,mobile,iOS,organic,7,2025-01-02 08:45:00
10.0.47.8,com.news.app,desktop,iOS,organic,7,2025-01-02 04:00:12
10.0.34.2,com.android.chrome,desktop,Windows,organic,8,2025-01-02 15:05:38
10.0.40.3,com.android.chrome,desktop,Windows,organic,18,2025-01-02 11:55:51
10.0.43.2,com.android.chrome,mobile,Windows,organic,15,2025-01-02 04:00:48
10.0.31.3,com.news.app,desktop,Windows,organic,8,2025-01-02 02:25:55
10.0.32.6,com.shopping.app,desktop,iOS,organic,16,2025-01-02 07:11:24
10.0.3.1,com.shopping.app,desktop,Windows,organic,12,2025-01-02 00:51:10
10.0.43.2,com.shopping.app,mobile,Android,organic,10,2025-01-02 13:32:24
10.0.12.3,com.news.app,mobile,Windows,organic,7,2025-01-02 05:36:57
10.0.12.4,com.android.chrome,desktop,iOS,organic,8,2025-01-01 21:41:20
10.0.31.1,com.shopping.app,desktop,iOS,organic,5,2025-01-02 11:58:07
10.0.38.6,com.news.app,desktop,iOS,organic,7,2025-01-02 05:37:36
10.0.10.3,com.android.chrome,desktop,iOS,organic,14,2025-01-02 15:09:07
10.0.2.1,com.android.chrome,desktop,Android,organic,9,2025-01-02 15:09:26
10.0.37.7,com.shopping.app,mobile,Windows,organic,17,2025-01-01 18:31:30
10.0.48.9,com.shopping.app,desktop,Android,organic,14,2025-01-01 20:06:52
10.0.48.8,com.news.app,desktop,Windows,organic,14,2025-01-02 07:13:58
10.0.35.8,com.news.app,desktop,Windows,organic,10,2025-01-02 16:46:00
10.0.7.7,com.android.chrome,desktop,iOS,organic,14,2025-01-01 18:31:54
10.0.15.4,com.shopping.app,mobile,Android,organic,18,2025-01-01 16:56:40
10.0.34.1,com.shopping.app,mobile,iOS,organic,8,2025-01-02 08:50:15
